,分词结果,label,act_label,预测结果,人工分类
788,来个 真 交通卡 金卡 封 一万 额度 张 激活 金卡 销 优逸白 激活,11,11,开卡,开卡
789,积分 卡 卡 共享 各卡 单独 张卡 线下 积分 线上 消费 打算 办 卡 线上 积分 用于 换 沃尔玛 刷卡金 看新出 高 达卡 很炫酷,16,16,积分,积分
790,冷冻,20,20,还款,还款
791,好现贷 如题 有没有 宽限期 一说,20,8,还款,好享贷
792,晚上 申 白麒麟 几分钟 收到 申请 标准 万事达 普卡于  审核 信用 额度 工作日 买单吧     查询 邮寄 进度 请 随卡 夹 寄 卡函 提示 操作 激活 话 说 普卡 鬼 没见 额度 低要 销了,6,6,卡寄送,卡寄送
793,帮帮忙 卡  年 卡  九月份 出过 临时 临时 完 说 冷置  年 一月 完 账单 没刷 冷置 十一个月 四五 月份 打电话 说 万 好享贷 七月份 可用 好享贷 十月份 月 发短信 任意 消费  块钱 刷卡金 一年 冷置 额度 临时 额度 微信 支付宝 消费  还款 账单 刷够 元 临时 额度,8,8,好享贷,好享贷
794,白麒麟 懒得 送 人头 两年  提过 啥时候 推荐 曲线 方法,10,10,市场活动,市场活动
795,买单吧 饿 红包 没法用 积分换 购 元 红包 点 结算 时 红包,10,10,市场活动,市场活动
796,沃尔玛 生日 倍 积分 青年 卡快 到期 办张 金卡 薅 点 羊毛 生日 多倍 积 分 懂 说,16,16,积分,积分
797,优逸白 确实 好看 到手  确实 好看 额度 一万 华润 万家 联名卡 额度 一万 曲线 失败 联名卡 用不着 销了,22,22,额度调整,额度调整
798,我想 问下 买单  理财产品 买会 合适 点  两年 刷 反正 额度 闲着 闲着 想 免息 买点  理财产品 推荐 更好 撸 羊毛 办法,10,10,市场活动,市场活动
799,风控 真 刚刷 一笔  不到 秒 电话 问 交易 说 挂 提醒 套,20,8,还款,好享贷
800,风控 短信 收到 降额 节奏 降 敢销,20,10,还款,市场活动
801,销卡 咯 消了 十几张 半年 时间 信报 行 卡 账户 多个 消了 好多 同行 卡下 一大堆 基础 百夫长 大白 通通 消 家里 万 卡 好好 做人 完 算 留下 广发卡 平安 旅游 无损 撸 周转,21,21,销卡、销户,销卡、销户
802,网申 预审 情况 网申,20,20,还款,还款
803,款 一笔 怀疑 每次   很蠢 一笔 款 开心 为啥 风控 求,0,20,APP,还款
804,抽奖 总会  积分 看着 多人 中 抽 上次 中  积分 好久 事情 话 说  积分,16,16,积分,积分
805,退款 不算 还款 上个月 消费 退货 算 月 好像 不算,20,20,还款,还款
806,买单 联盟 进不去 同题 买单 联盟 进不去,10,10,市场活动,市场活动
807,周周刷 游戏机 值 钱 刷 到时候 转卖 钱,10,10,市场活动,市场活动
808,手里  砸 提额 砸 朋友 点 买 理财 存个 定期,0,10,APP,市场活动
809,哈哈哈 请 吃 顿 火锅 拔 毛 晚上 吃火锅 自助  一位 买单吧 付款 减  积 分 抵扣 就付 毛钱,20,10,还款,市场活动
810,请教 溢 存款 请教 三年 前 注销 上个月 客服 致电 说 有溢 存款 二十多元 导致 未 销户 赶紧 网点 溢 存款 取 注销 账户 征信 影响 妈 当年 注销 客服 压根 提过,21,21,销卡、销户,销卡、销户
811,年底 收 人头 咯 收到 电话 办 业务 卖 年底 褥 羊毛 咯 吸血鬼 变着 花样 来褥 羊毛,20,20,还款,还款
812,好享贷 账单 二次 ! 点进 买单吧 好享贷 现金分期 办 有过 账单 多出 一百块,8,8,好享贷,好享贷
813,有没有 卡神 优逸白 条件 有没有 卡神 条件,10,10,市场活动,市场活动
814,人品分 临额 提 新人 没权 发图 请教 老师,20,20,还款,还款
815,求助 我该 月 号 账单  手里 万多 点 收到 用卡 短信 我该 最低 万 现金分期 求 大佬 万分 感谢,20,20,还款,还款
816,哈哈哈 首卡  真实 消费 两年 提到  拒 第一次 啧啧 想 换卡 破,0,0,APP,APP
817,网申 白麒麟 降级 批 两张 卡 帮忙 媳妇 资料 降级 秒 批 金卡 环球  太久 兄弟 两张 卡是 套 卡,20,0,还款,APP
818,买单吧 注销 霸王 条例 投诉,0,0,APP,APP
819,小贷 征信,20,20,还款,还款
820,两张 卡消 对积 分有 影响 两张 卡消 对积 分有 影响 详细 说,20,20,还款,还款
821,卡 进一步 削弱 最红星期五 充油 卡不立 减 一大早 充  油卡 立减 客服 告知 月 充油卡 立减 消费 加油 本来 % 每周五 充油卡 羊毛 羊毛 去留 张风 控极严 搞 万积分,10,10,市场活动,市场活动
822,最红星期五 活动 达标 求助 为啥 上个月 最红星期五 达标 下个月 参加 最红星期五 月 号 一看 上个月 达标,10,10,市场活动,市场活动
823,白金 客服 普通卡 客服 混在  开了个 用卡无忧 卡 收不到 短 信 试试 白金 客服 尼玛 傻  客服 告诉 每张 卡 开才 短信 尼玛 扯 几分钟 说 每张 卡开 劳资 说 第一次 开 用卡无忧 乐 想 投诉,9,9,客服热线,客服热线
824,十多天 刷卡 收到 消息 尊敬 卡仅 用于 日常 消费  柜面 取现 持卡人 需 规范 用卡 收集 保留 近期 发票 签购单 核对 交易 情况 谢谢合作,16,12,积分,支付
825,邀请 办卡 下个 菜 卡 打电话 说金卡 下个 千普卡,13,13,申请,申请
826,第三轮 周周刷 中奖 名录 公布 第三轮 周周刷 中奖 名录 公布,10,10,市场活动,市场活动
827,白麒麟 到期 换 新卡 万 提额 月 到期 一个多月 换新卡 信息 换 新卡,0,7,APP,卡片维护
828,周周  耳机  里 找 不到 活动 发了 短信 稳稳  里 查看,10,10,市场活动,市场活动
829,智能 代 没钱 资金周转 困难 需 百分之五 余额 还清 全额 账单 逾期 微信,20,20,还款,还款
830,金卡 提额 提到 . 金卡 额度 万 提到 .,22,22,额度调整,额度调整
831,刷 爆 刷 爆 固定   临额 剩余 额度  一条 短 信 几个,22,22,额度调整,额度调整
832,白金卡 买单 力 减免 活动 刚绑 完卡 看不到,10,10,市场活动,市场活动
833,竞答 赢 积分 答案 春风得意 赚积分 荷花池 柿饼 气温 超过  梅逐雨 中 黄 流浪 地球,16,16,积分,积分
834,白麒麟 年费 用卡快 一年 年费 账单 年费 兑换 先 兑换 年费,19,19,账单,账单
835,逾期 六天 媳妇儿 张卡 还款 时 忘 卡 买单吧 发现  号 还款 日  号 征信 上会 逾期 记录,20,20,还款,还款
836,板块 问 超限 超限 懂 问问 打扰,20,20,还款,还款
837,第一次 抽 中 历史 最多  积分 走运,16,16,积分,积分
838,惠民 贷 惠民 贷 月 一两个 短信 说 万 惠民 贷 额度 谱,22,22,额度调整,额度调整
839,最红星期五 注册 去年 注册 提示 非 特邀 叁加 活动 情况 阵亡,10,10,市场活动,市场活动
840,临时 影响 提额 刚提 一个月 固定 临时,22,22,额度调整,额度调整
841,求教 白金卡 联名卡 疑问 小白 一枚 白金卡 几年 诚心 求教 用卜蜂 莲花 联名卡 捂脸 刷卡 消费 返还 刷卡金 挺 主刷 白金卡 优惠 上周五 加油 便宜 点 再就是 机场 贵宾厅 顾 小孩 出门 少 超市 选过 周五 山姆 印象 中 返 刷卡金 消费 肯定 几百 有代驾 服务 机会 喝酒 虚心 请教 联名卡 沃尔玛 同等 刷  积分 返 刷卡金 白金卡 换成 年费 合适 白金 没用 明白,16,16,积分,积分
842,周周刷 第四批 发货 周周刷 第四批 发货 电话 好烦,10,10,市场活动,市场活动
843,张卡 毛线 不开 没用 卡,20,20,还款,还款
844,美旅  寸 拉杆箱 值 钱 正品,20,20,还款,还款
845,闹 前 几天 手欠 乱点 填 一半 想 固定 电话 就关 网页 打电话 非要 办卡 说 固定 电话 说 编 信口 胡诌 电话号码 五分钟 短信 说 成功 额度 想 说 非要 办 大方 一点 额度 尴尬 尴尬 算了 寄来 扔 抽屉,22,22,额度调整,额度调整
846,菜卡 养 有用吗 账单  每次 刷 再刷 账单 多笔,19,19,账单,账单
847,明明 逾期 客服 说 影响 征信 超过 还款 日 几天 忘记,20,20,还款,还款
848,中  积分 如题 中 两次 哈哈哈,16,16,积分,积分
849,刷卡 估计 万年不提 额 还清 账单 刷 几天 款 怂 回去  提额 工资卡,19,20,账单,还款
850,好享贷 交通卡 额度  月 资格 月  好享贷 撸 撸 不让,8,8,好享贷,好享贷
851,卡 额度 降下来 有助于 提额 实在 低,22,22,额度调整,额度调整
852,周周刷 万积分 账 活动 就行了 最小 代价 获取 适合 利益,10,10,市场活动,市场活动
853,临额 卡神 指导 月底  发现 出临额 .  卡 熟用 临额 影响 提 固定,10,10,市场活动,市场活动
854,人品分   临额 我会 说 前天 人品分  昨天 骤降 成  账单 日  临时,19,19,账单,账单
855,卡下 开 说 注销 会有 年费 请教,0,0,APP,APP
856,金卡 白金卡 额度 共享 昨天 两张 卡 还款 发现 金 卡里 额度 两笔 还款 白金卡 一笔 还款 额度 求教 怎么回事 好像,22,20,额度调整,还款
857,买单 联盟 打不开 看不到 人品分 起码 半个 月 打不开 买单 联盟 升级 改版 这么久,10,10,市场活动,市场活动
858,麻烦 想 更改 预留 手机号 没用 人工 修改 非 柜台 修改,1,1,个人信息,个人信息
859,选 周周刷 第一轮 奖品 消息 周周刷 官方 第一轮 选奖 第一轮 奖品 选 想 碰运气 撸  耳机 排名  多名 月 号 号 一轮 没选 保温杯 没什么 挑战 耳机 菜 冲刺 月 刷 延迟 一两天 计入 着急 稳定 心态 过年 刷 老板 没想到 竞争 激烈 有人 差 一块 没选到 保温杯 选奖 机会 耳机 总共 四轮 选奖 积分 限量 滴 每轮 选 想捞条 大鱼 过年 努力 刷 额度 排名 评论 指教,10,10,市场活动,市场活动
860,说多领 红包 支付宝 老板 支付宝 页面 搜  烟钱 弄 领,20,20,还款,还款
861,历时 六个月 准时 第三次 调额  调到,20,22,还款,额度调整
862,周周刷 有意思 万多一点 云台 太 保守 选,10,10,市场活动,市场活动
863,请教 求 帮忙 周一 凌晨 点 多批 首卡 昨天 收到  额度 风控 前期 刷 两天 淘宝 买  块钱 东西 风控,20,22,还款,额度调整
864,客服 不通 销卡 非要 下载 买单吧 人工 压根 不通,21,21,销卡、销户,销卡、销户
865,动物 系列 申请 几个 问下 几个,10,10,市场活动,市场活动
866,半年 提 最狠 交通卡 .,20,20,还款,还款
867,最红星期五 第一次 东西,10,10,市场活动,市场活动
868,第三期 账单 想分 三期 下卡 半年 提 固定 华润 超市 卡 第二期 账单 万 临时 额度 用卡 刷 爆 留 % 额度 约 刷   笔 记录 期 账单 一个月 次 电话 骚扰 套路 想 问 过提 固定额 度过 卡友 值得 分 期 保护费 利息 便宜,19,19,账单,账单
869,求教 猪 年 如题 问个问题,20,20,还款,还款
870,携程 付款 积分 携程 买 机票 付款 积分,16,16,积分,积分
871,网上 申请 通道,13,13,申请,申请
872,买单 力 相符 客服 申请 补偿 上午 电话 补偿 万积分 消费 块 买单 力 超过 万 买单 力  打电话 问 补偿 告诉 买单 力 相符 客服 补偿 上午 电话 补偿 万积分,10,9,市场活动,客服热线
873,金卡首 提 白麒麟 没动静 人品指数 白麒麟 临时 额度 能用 金卡 . 激活 邀请 办 额度 共享 . 万  天首 提到 . 白麒麟 没提 查 人品指数 发现 白麒麟 卡有 临时 白麒麟 已出 三期 账单 不知 临时 操作 主刷 白麒麟 额度 提上来 指点,22,22,额度调整,额度调整
874,收到 律师函 应为 生意 失败 抑郁症 两个 月 还款 屏蔽 陌生人 昨天 人来 中心 领了 律师函 天内 全 接受 这项 欠 万,20,20,还款,还款
875,网申 渠道 暂 接受 信用 用卡 申请 会查 征信 渠道 暂 接受 信用 用卡 会查 征信,4,4,信用记录,信用记录
876,办卡 邀请 短 信 没用过 卡 借记卡 半年 收到 短 信 谱,13,13,申请,申请
877,有没有 期 算了算 真实 年化 点多 说 有没有 分,20,16,还款,积分
878,团 反 撸 想 消卡 难受 手续费 够买 一台 注销,0,8,APP,好享贷
879,申请 卡 下卡 月 号 发卡量 月初 月底 申请号,13,10,申请,市场活动
880,阿娇 两次 电话 秒 挂 接 做 错 前 几天 响铃 一声 挂,20,20,还款,还款
881,周周刷 选奖 四周 选奖 刷 万 我选  排名 排不上 刷下来 一周 选奖 作废 排名,10,10,市场活动,市场活动
882,分  前段时间 .  临额 固额  提 额度 求 指点,22,22,额度调整,额度调整
883,網点 进件 一周 查詢 不到 沒 網友 告訴 网点 进件 可查 詢到 房产 进件 首卡金 卡額度,13,13,申请,申请
884,商城 买 东西 做 账单 商城 买 东西 做 账单 有利于 提额,19,17,账单,积分乐园
885,额度 机会 提额 无业游民 资质 提 这辈子 提 资质,22,22,额度调整,额度调整
886,积分换 年费 提前 兑换 积分换 年费 提前 兑换 多万 积分 月底 到期,16,16,积分,积分
887,周周刷 金额 稳不稳 万 入账 排名  万 入账 顺利 入账 稳不稳 万 万入 帐 头疼 顺利 晋级,20,20,还款,还款
888,块 刷卡金  附加条件,10,10,市场活动,市场活动
889,临额 到期 后会 转 固定 老板 月 号  临额 到期 到期 后会 转 固定 额度,22,22,额度调整,额度调整
890,标准 银联 金 提额 万金 卡提 固定 额度 . 万 短信 权限 发 图片,22,22,额度调整,额度调整
891,打电话 买 乐享 太平  伤残 意外险 月  交 年保 年 到期 返 保费 提额,8,8,好享贷,好享贷
892,套路 一天到晚 发 邀请 短 信 说  我点 链接 确实 秒 下卡 金卡降 普卡 额度 几千 发短信 邀请 办金卡 真 无耻,8,8,好享贷,好享贷
893,注销 威胁 挽留 有用吗  四年 提过  卡 差钱 一笔 刷光 几天 卡 销卡 客服 挽留 说 上级 最迟 号 电话 回复 提个 三千两 果断 注销,21,21,销卡、销户,销卡、销户
894,放肆 局势 没个  别想 锅,20,20,还款,还款
895,算是 上岸 用卡 年 第一张  总额 度  一路 负债 增加 几万  负债 想 还清 越 越 月 想着 还清 还好 负债 钱 弄 搞 大部分 投资 固定资产 最新 跑 农村 信用社  利率 . 每月 利息 贷款  朋友 资助 还清,20,19,还款,账单
896,吐槽 实在 忍 犹 记得  年 春天 业务员 跑 实习 单位 办卡 搞 张 人生 第一张 普卡 入坑 转眼 八年 额度 辣眼 手持 金 卡卡 号 难听 忍 两年 临时 固定 台大 鸡 酒店 餐饮 尼玛 提额 事 忍 昨天 心想 不行 标准 金 降级 普卡 开卡 销卡 买单吧 申请 普卡 慢慢 养 新来 意想不到 事情 发生 请 图片 额度 不到 一万 提示 评分 申请 金卡 普卡 提交 第二天 拒 原因 弱智 理由 名下 张卡 提交 普卡 完蛋 普卡 申 故事 完 平身 狗子  行 授信 万左右 负债 % 房贷 事儿 想 明白  刨 你家 偷 你家 大闺女,13,13,申请,申请
897,情况 拥有 卡 图里 网申 网申 网申 拒,20,10,还款,市场活动
898,双 活动 银联 多倍 积分 坑 没写  开头 卡 银联 活动  经典 坑 云闪付  刷 多笔 笔过 云闪  大额 费率  优惠 算云闪,10,10,市场活动,市场活动
899,问个 周周刷 弱 刷 时间 算 账 时间 周五 刷 两笔  周一 账 刚查 截止 七号 周五 统计 没算 怎么回事 白刷,10,10,市场活动,市场活动
900,白金卡 代驾 早上好 代驾 有用 研究 研究,10,10,市场活动,市场活动
901,白金 邀请 短信 诚邀 升级 我行 白金卡 申办 白金卡 核卡  天内 刷 笔  元 享免 首年 年费 尊享 机场 贵宾厅 酒后代驾 礼遇 点击     当月 我行 审批 为准 打开 链接 邀请 码是 打开 页面 邀请 制 短信里 邀请 代码,10,16,市场活动,积分
902,账单 日 当天 刷卡 算 本期 一期 账单 日 当天 刷卡 算 本期 账单 一期 账单,19,19,账单,账单
903,发短信 办 白金卡 能过 打电话 办 办 短信,13,10,申请,市场活动
904,提额 提额 幅度 咋样 金卡首 卡 十分钟 普卡才  不好 提额 激活 销卡 合适,22,22,额度调整,额度调整
905,上周五  号 抢  阅读器 发货 上周五  号 抢  阅读器 发货 有人 好像 收到 发货 短信,10,10,市场活动,市场活动
906,白麒麟 能刷免 年费 年费 能刷免,19,19,账单,账单
